Image,Ground-truth,Predicted-Lymphocyte_y
img_1661,1,1
img_1662,1,1
img_1663,2,2
img_1664,1,1
img_1665,7,9
img_1666,1,4
img_1667,18,16
img_1668,0,0
img_1669,1,1
img_1670,1,2
img_1671,1,2
img_1672,0,0
img_1673,1,1
img_1674,0,0
img_1675,0,0
img_1676,6,6
img_1677,2,4
img_1678,3,5
img_1679,0,0
img_1680,19,14
img_1681,1,1
img_1682,1,0
img_1683,1,1
img_1684,0,0
img_1685,0,0
img_1686,1,2
img_1687,36,26
img_1688,5,5
img_1689,12,8
img_1690,0,0
img_1691,1,0
img_1692,5,4
img_1693,5,1
img_1694,3,4
img_1695,3,1
img_1696,3,2
img_1697,1,0
img_1698,0,0
img_1699,8,6
img_1700,0,0
img_1701,2,1
img_1702,1,0
img_1703,2,0
img_1704,5,5
img_1705,2,2
img_1706,8,8
img_1707,3,6
img_1708,0,0
img_1709,2,1
img_1710,12,8
img_1711,1,0
img_1712,3,4
img_1713,1,0
img_1714,1,2
img_1715,2,2
img_1716,0,0
img_1717,1,2
img_1718,0,0
img_1719,2,1
img_1720,26,6
img_1721,30,19
img_1722,3,2
img_1723,10,6
img_1724,0,0
img_1725,3,4
img_1726,6,7
img_1727,4,6
img_1728,5,8
img_1729,2,0
img_1730,2,8
img_1731,1,0
img_1732,1,2
img_1733,0,0
img_1734,18,14
img_1735,2,2
img_1736,2,2
img_1737,4,11
img_1738,1,1
img_1739,1,0
img_1740,5,5
img_1741,2,3
img_1742,0,0
img_1743,1,0
img_1744,27,33
img_1745,1,1
img_1746,1,2
img_1747,0,0
img_1748,1,1
img_1749,3,1
img_1750,3,3
img_1751,1,2
img_1752,1,3
img_1753,0,0
img_1754,6,1
img_1755,2,3
img_1756,3,3
img_1757,0,0
img_1758,0,0
img_1759,12,5
img_1760,1,3
img_1761,0,1
img_1762,0,0
img_1763,8,10
img_1764,3,1
img_1765,0,0
img_1766,0,0
img_1767,2,2
img_1768,3,5
img_1769,0,0
img_1770,2,1
img_1771,1,1
img_1772,0,0
img_1773,1,1
img_1774,2,3
img_1775,1,2
img_1776,13,7
img_1777,5,5
img_1778,0,0
img_1779,0,0
img_1780,0,0
img_1781,1,1
img_1782,0,0
img_1783,7,11
img_1784,9,10
img_1785,3,3
img_1786,1,1
img_1787,0,0
img_1788,0,0
img_1789,4,5
img_1790,1,5
img_1791,2,3
img_1792,2,4
img_1793,0,0
img_1794,0,0
img_1795,19,12
img_1796,4,6
img_1797,2,1
img_1798,0,1
img_1799,1,2
img_1800,1,4
img_1801,0,0
img_1802,0,0
img_1803,1,2
img_1804,0,0
img_1805,0,0
img_1806,10,8
img_1807,1,1
img_1808,2,3
img_1809,4,1
img_1810,25,25
img_1811,4,4
img_1812,1,2
img_1813,8,6
img_1814,5,7
img_1815,20,16
img_1816,1,0
img_1817,1,0
img_1818,7,15
img_1819,2,2
img_1820,2,6
img_1821,2,0
img_1822,0,2
img_1823,0,0
img_1824,2,0
img_1825,0,0
img_1826,1,1
img_1827,3,6
img_1828,4,7
img_1829,13,18
img_1830,4,4
img_1831,2,2
img_1832,1,0
img_1833,0,0
img_1834,1,0
img_1835,0,0
img_1836,12,9
img_1837,3,2
img_1838,2,1
img_1839,3,3
img_1840,2,1
img_1841,9,17
img_1842,0,1
img_1843,1,1
img_1844,8,5
img_1845,1,0
img_1846,1,2
img_1847,1,0
img_1848,0,0
img_1849,0,1
img_1850,1,1
img_1851,1,0
img_1852,5,2
img_1853,1,1
img_1854,1,1
img_1855,1,1
img_1856,2,1
img_1857,2,2
img_1858,9,10
img_1859,1,1
img_1860,2,4
img_1861,2,3
img_1862,1,0
img_1863,11,3
img_1864,2,3
img_1865,1,1
img_1866,2,1
img_1867,0,0
img_1868,1,5
img_1869,1,1
img_1870,1,0
img_1871,0,0
img_1872,1,1
img_1873,0,0
img_1874,5,5
img_1875,8,7
img_1876,1,1
img_1877,1,0
img_1878,2,1
img_1879,0,0
img_1880,6,6
img_1881,0,0
img_1882,9,8
img_1883,4,11
img_1884,3,1
img_1885,1,2
img_1886,2,5
img_1887,6,4
img_1888,0,0
img_1889,1,4
img_1890,0,1
img_1891,1,2
img_1892,1,1
img_1893,1,0
img_1894,1,1
img_1895,0,0
img_1896,0,0
img_1897,1,0
img_1898,1,0
img_1899,4,6
img_1900,1,0
img_1901,2,4
img_1902,6,4
img_1903,8,3
img_1904,3,3
img_1905,1,2
img_1906,2,1
img_1907,1,0
img_1908,0,0
img_1909,1,2
img_1910,2,1
img_1911,4,5
img_1912,1,2
img_1913,1,0
img_1914,0,0
img_1915,4,4
img_1916,2,0
img_1917,2,0
img_1918,5,4
img_1919,2,0
img_1920,0,0
img_1921,0,0
img_1922,4,7
img_1923,8,14
img_1924,1,0
img_1925,0,0
img_1926,1,0
img_1927,2,4
img_1928,0,0
img_1929,4,3
img_1930,5,7
img_1931,0,1
img_1932,12,12
img_1933,0,0
img_1934,8,23
img_1935,0,0
img_1936,4,4
img_1937,34,21
img_1938,8,4
img_1939,6,3
img_1940,1,1
img_1941,5,5
img_1942,2,3
img_1943,2,3
img_1944,1,0
img_1945,7,7
img_1946,6,6
img_1947,2,1
img_1948,3,6
img_1949,1,1
img_1950,5,5
img_1951,3,2
img_1952,1,0
img_1953,0,0
img_1954,0,0
img_1955,5,5
img_1956,1,1
img_1957,5,7
img_1958,14,10
img_1959,3,2
img_1960,1,0
img_1961,2,0
img_1962,1,1
img_1963,2,2
img_1964,0,0
img_1965,2,5
img_1966,1,5
img_1967,1,0
img_1968,0,0
img_1969,3,4
img_1970,1,1
img_1971,1,0
img_1972,0,0
img_1973,2,2
img_1974,3,3
img_1975,1,1
img_1976,3,4
img_1977,12,10
img_1978,20,19
img_1979,3,4
img_1980,2,4
img_1981,1,6
img_1982,0,0
img_1983,0,1
img_1984,3,7
img_1985,1,0
img_1986,1,0
img_1987,0,0
img_1988,1,1
img_1989,1,2
img_1990,2,1
img_1991,1,1
img_1992,2,3
img_1993,5,8
img_1994,8,2
img_1995,4,9
img_1996,1,0
img_1997,1,1
img_1998,1,1
img_1999,1,1
img_2000,2,2
img_2001,0,0
img_2002,4,0
img_2003,1,2
img_2004,0,0
img_2005,1,0
img_2006,2,4
img_2007,2,0
img_2008,1,2
img_2009,21,26
img_2010,2,2
img_2011,0,3
img_2012,11,11
img_2013,3,2
img_2014,2,1
img_2015,2,2
img_2016,13,13
img_2017,0,0
img_2018,4,2
img_2019,24,21
img_2020,1,1
img_2021,1,0
img_2022,1,1
img_2023,3,1
img_2024,3,2
img_2025,0,0
img_2026,1,0
img_2027,0,0
img_2028,4,4
img_2029,0,1
img_2030,3,0
img_2031,2,0
img_2032,0,0
img_2033,1,2
img_2034,0,0
img_2035,1,1
img_2036,23,15
img_2037,8,6
img_2038,1,0
img_2039,3,7
img_2040,7,7
img_2041,2,0
img_2042,1,0
img_2043,1,0
img_2044,2,2
img_2045,1,1
img_2046,0,0
img_2047,5,0
img_2048,2,1
img_2049,1,0
img_2050,2,2
img_2051,2,0
img_2052,47,26
img_2053,2,3
img_2054,2,2
img_2055,22,22
img_2056,4,5
img_2057,1,0
img_2058,0,0
img_2059,1,0
img_2060,1,1
img_2061,4,12
img_2062,9,9
img_2063,1,2
img_2064,0,0
img_2065,0,0
img_2066,3,2
img_2067,2,1
img_2068,4,0
img_2069,1,1
img_2070,0,2
img_2071,5,3
img_2072,2,5
img_2073,1,1
img_2074,1,0
img_2075,0,0
img_2076,0,0
img_2077,1,2
img_2078,0,0
img_2079,0,0
img_2080,2,2
img_2081,4,1
img_2082,4,5
img_2083,9,15
img_2084,2,1
img_2085,1,1
img_2086,2,2
img_2087,3,4
img_2088,4,1
img_2089,1,0
img_2090,1,2
img_2091,0,0
img_2092,4,7
img_2093,1,0
img_2094,2,2
img_2095,0,0
img_2096,22,21
img_2097,1,2
img_2098,4,4
img_2099,6,2
img_2100,0,0
img_2101,1,1
img_2102,14,10
img_2103,0,0
img_2104,1,1
img_2105,0,0
img_2106,2,1
img_2107,1,1
img_2108,1,0
img_2109,5,6
img_2110,0,0
img_2111,1,0
img_2112,1,1
img_2113,0,1
img_2114,2,4
img_2115,2,1
img_2116,0,0
img_2117,1,0
img_2118,4,4
img_2119,1,1
img_2120,2,2
img_2121,4,5
img_2122,3,0
img_2123,1,0
img_2124,1,2
img_2125,1,1
img_2126,22,18
img_2127,2,0
img_2128,0,0
img_2129,1,2
img_2130,3,2
img_2131,2,3
img_2132,5,2
img_2133,1,1
img_2134,1,1
img_2135,0,0
img_2136,3,1
img_2137,0,0
img_2138,3,1
img_2139,0,0
img_2140,3,10
img_2141,0,0
img_2142,0,0
img_2143,2,1
img_2144,6,7
img_2145,7,11
img_2146,1,1
img_2147,1,0
img_2148,8,8
img_2149,0,0
img_2150,2,1
img_2151,1,1
img_2152,0,0
img_2153,4,0
img_2154,0,1
img_2155,1,1
img_2156,1,0
img_2157,2,1
img_2158,2,1
img_2159,7,2
img_2160,0,2
img_2161,0,0
img_2162,2,3
img_2163,1,1
img_2164,4,5
img_2165,12,13
img_2166,2,2
img_2167,2,2
img_2168,0,0
img_2169,4,5
img_2170,1,3
img_2171,16,13
img_2172,1,1
img_2173,2,4
img_2174,2,0
img_2175,14,8
img_2176,11,4
img_2177,12,9
img_2178,1,1
img_2179,1,3
img_2180,1,0
img_2181,4,5
img_2182,1,0
img_2183,1,2
img_2184,1,0
img_2185,1,0
img_2186,1,1
img_2187,9,4
img_2188,1,0
img_2189,1,1
img_2190,1,0
img_2191,3,3
img_2192,0,0
img_2193,7,6
img_2194,1,2
img_2195,1,1
img_2196,50,25
img_2197,2,0
img_2198,0,1
img_2199,4,3
img_2200,1,0
img_2201,7,7
img_2202,1,0
img_2203,4,6
img_2204,4,3
img_2205,0,1
img_2206,2,0
img_2207,1,7
img_2208,4,4
img_2209,1,0
img_2210,0,0
img_2211,4,5
img_2212,0,0
img_2213,2,2
img_2214,11,8
img_2215,3,1
img_2216,1,0
img_2217,1,3
img_2218,2,3
img_2219,3,7
img_2220,1,1
img_2221,2,1
img_2222,3,3
img_2223,14,13
img_2224,1,1
img_2225,5,4
img_2226,1,1
img_2227,0,0
img_2228,3,6
img_2229,4,2
img_2230,2,0
img_2231,0,0
img_2232,0,0
img_2233,2,8
img_2234,12,14
img_2235,5,9
img_2236,0,0
img_2237,4,3
img_2238,3,4
img_2239,20,11
img_2240,2,0
img_2241,1,4
img_2242,43,38
img_2243,2,3
img_2244,3,4
img_2245,3,0
img_2246,0,1
img_2247,1,1
img_2248,0,0
img_2249,1,1
img_2250,1,0
img_2251,1,1
img_2252,5,5
img_2253,5,5
img_2254,1,1
img_2255,7,5
img_2256,6,7
img_2257,3,6
img_2258,9,8
img_2259,1,1
img_2260,6,7
img_2261,22,14
img_2262,3,4
img_2263,1,1
img_2264,0,0
img_2265,0,0
img_2266,1,2
img_2267,0,0
img_2268,2,3
img_2269,1,2
img_2270,3,0
img_2271,2,1
img_2272,0,0
img_2273,0,0
img_2274,0,0
img_2275,4,0
img_2276,4,2
img_2277,0,0
img_2278,10,6
img_2279,2,0
img_2280,1,1
img_2281,18,19
img_2282,0,0
img_2283,2,2
img_2284,0,0
img_2285,1,0
img_2286,2,0
img_2287,2,2
img_2288,9,2
img_2289,16,12
img_2290,2,2
img_2291,0,0
img_2292,0,0
img_2293,3,1
img_2294,0,0
img_2295,0,0
img_2296,14,9
img_2297,0,1
img_2298,4,3
img_2299,0,3
img_2300,1,1
img_2301,4,5
img_2302,1,1
img_2303,2,5
img_2304,2,1
img_2305,23,13
img_2306,1,2
img_2307,2,3
img_2308,2,3
img_2309,0,1
img_2310,1,0
img_2311,0,1
img_2312,1,1
img_2313,0,0
img_2314,2,0
img_2315,0,0
img_2316,2,1
img_2317,6,11
img_2318,2,2
img_2319,0,0
img_2320,2,0
img_2321,0,0
img_2322,2,5
img_2323,1,0
img_2324,1,1
img_2325,5,3
img_2326,3,3
img_2327,1,0
img_2328,14,16
img_2329,4,0
img_2330,1,0
img_2331,4,2
img_2332,14,7
img_2333,1,0
img_2334,1,2
img_2335,1,0
img_2336,2,5
img_2337,1,0
img_2338,1,1
img_2339,1,0
img_2340,1,0
img_2341,5,4
img_2342,2,3
img_2343,0,0
img_2344,0,0
img_2345,0,0
img_2346,12,18
img_2347,1,2
img_2348,19,11
img_2349,3,3
img_2350,1,0
img_2351,0,0
img_2352,1,1
img_2353,1,0
img_2354,0,0
img_2355,7,7
img_2356,0,0
img_2357,0,0
img_2358,2,1
img_2359,0,0
img_2360,8,11
img_2361,2,2
img_2362,18,15
img_2363,1,1
img_2364,6,4
img_2365,2,2
img_2366,14,18
img_2367,5,3
img_2368,5,3
img_2369,0,0
img_2370,2,0
img_2371,32,21
img_2372,4,6
img_2373,2,2
img_2374,3,3
img_2375,1,1
img_2376,1,1
img_2377,0,0
img_2378,0,0
img_2379,2,3
img_2380,1,1
img_2381,2,2
img_2382,0,0
img_2383,0,0
img_2384,2,0
img_2385,1,2
img_2386,1,0
img_2387,1,1
img_2388,3,5
img_2389,1,1
img_2390,1,4
img_2391,1,1
img_2392,13,1
img_2393,1,2
img_2394,8,5
img_2395,5,4
img_2396,7,8
img_2397,4,3
img_2398,3,1
img_2399,2,0
img_2400,0,0
img_2401,3,1
img_2402,6,8
img_2403,3,4
img_2404,7,8
img_2405,2,3
img_2406,1,1
img_2407,1,0
img_2408,1,4
img_2409,5,10
img_2410,1,1
img_2411,1,1
img_2412,8,7
img_2413,2,0
img_2414,1,0
img_2415,6,9
img_2416,1,2
img_2417,3,4
img_2418,0,0
img_2419,1,0
img_2420,23,7
img_2421,1,1
img_2422,1,3
img_2423,1,3
img_2424,2,3
img_2425,2,3
img_2426,2,1
img_2427,0,0
img_2428,3,4
img_2429,1,0
img_2430,9,6
img_2431,6,6
img_2432,3,2
img_2433,8,9
img_2434,0,3
img_2435,1,0
img_2436,0,0
img_2437,3,1
img_2438,5,3
img_2439,1,0
img_2440,1,3
img_2441,0,0
img_2442,0,0
img_2443,2,2
img_2444,6,6
img_2445,1,2
img_2446,2,1
img_2447,1,2
img_2448,2,2
img_2449,58,6
img_2450,1,1
img_2451,0,0
img_2452,3,2
img_2453,0,0
img_2454,0,0
img_2455,0,0
img_2456,1,1
img_2457,1,1
img_2458,36,35
img_2459,1,2
img_2460,0,0
img_2461,0,0
img_2462,1,1
img_2463,5,5
img_2464,1,0
img_2465,1,0
img_2466,1,2
img_2467,0,0
img_2468,9,8
img_2469,1,0
img_2470,0,0
img_2471,0,0
img_2472,0,0
img_2473,1,0
img_2474,0,1
img_2475,0,0
img_2476,31,4
img_2477,8,13
img_2478,1,1
img_2479,3,6
img_2480,1,1
img_2481,1,2
img_2482,3,0
img_2483,4,3
img_2484,5,2
img_2485,2,1
img_2486,11,6
img_2487,0,0
img_2488,2,2
img_2489,0,1
img_2490,6,16
img_2491,4,1
img_2492,1,1
img_2493,2,1
img_2494,0,1
img_2495,4,7
img_2496,0,0
img_2497,0,0
img_2498,1,1
img_2499,1,0
img_2500,2,0
img_2501,0,0
img_2502,1,0
img_2503,7,6
img_2504,1,2
img_2505,0,1
img_2506,1,0
img_2507,0,0
img_2508,14,6
img_2509,1,0
img_2510,1,1
img_2511,1,0
img_2512,2,3
img_2513,1,4
img_2514,1,3
img_2515,7,2
img_2516,0,0
img_2517,3,1
img_2518,6,5
img_2519,13,9
img_2520,2,3
img_2521,2,4
img_2522,4,2
img_2523,7,2
img_2524,22,13
img_2525,3,2
img_2526,1,0
img_2527,0,0
img_2528,0,0
img_2529,3,2
img_2530,4,3
img_2531,0,0
img_2532,1,0
img_2533,2,3
img_2534,3,6
img_2535,0,1
img_2536,10,6
img_2537,0,0
img_2538,1,0
img_2539,1,2
img_2540,0,0
img_2541,3,0
img_2542,1,1
img_2543,4,3
img_2544,24,30
img_2545,1,1
img_2546,2,1
img_2547,2,2
img_2548,0,0
img_2549,2,1
img_2550,2,2
img_2551,1,0
img_2552,11,5
img_2553,0,0
img_2554,2,4
img_2555,0,2
img_2556,0,0
img_2557,2,3
img_2558,0,0
img_2559,0,0
img_2560,1,4
img_2561,1,2
img_2562,1,1
img_2563,1,7
img_2564,10,12
img_2565,0,0
img_2566,3,3
img_2567,1,0
img_2568,8,10
img_2569,0,0
img_2570,0,0
img_2571,2,4
img_2572,1,0
img_2573,1,1
img_2574,0,0
img_2575,1,0
img_2576,0,0
img_2577,0,0
img_2578,0,0
img_2579,2,1
img_2580,3,0
img_2581,3,2
img_2582,0,1
img_2583,1,1
img_2584,8,5
img_2585,0,4
img_2586,7,6
img_2587,0,0
img_2588,8,4
img_2589,0,0
img_2590,3,1
img_2591,0,0
img_2592,1,1
img_2593,1,1
img_2594,2,3
img_2595,1,0
img_2596,0,0
img_2597,17,4
img_2598,1,0
img_2599,1,2
img_2600,2,4
img_2601,3,4
img_2602,7,12
img_2603,13,5
img_2604,1,2
img_2605,0,0
img_2606,1,1
img_2607,4,4
img_2608,7,4
img_2609,11,2
img_2610,1,0
img_2611,0,0
img_2612,0,0
img_2613,2,2
img_2614,0,0
img_2615,1,1
img_2616,2,1
img_2617,2,0
img_2618,3,3
img_2619,0,0
img_2620,1,0
img_2621,3,1
img_2622,0,0
img_2623,0,0
img_2624,1,1
img_2625,1,1
img_2626,1,0
img_2627,1,0
img_2628,2,3
img_2629,2,1
img_2630,2,4
img_2631,2,3
img_2632,0,0
img_2633,2,3
img_2634,10,21
img_2635,29,30
img_2636,1,1
img_2637,1,1
img_2638,5,2
img_2639,2,1
img_2640,17,18
img_2641,2,4
img_2642,3,5
img_2643,0,0
img_2644,2,3
img_2645,1,0
img_2646,6,4
img_2647,5,4
img_2648,1,2
img_2649,0,0
img_2650,0,0
img_2651,1,3
img_2652,8,0
img_2653,1,1
img_2654,0,0
img_2655,0,0
img_2656,0,0
img_2657,1,1
img_2658,2,1
img_2659,1,1
img_2660,0,0
img_2661,5,2
img_2662,2,3
img_2663,0,0
img_2664,15,10
img_2665,35,14
img_2666,4,3
img_2667,1,2
img_2668,7,15
img_2669,2,2
img_2670,1,2
img_2671,8,6
img_2672,12,14
img_2673,1,2
img_2674,8,12
img_2675,9,3
img_2676,0,1
img_2677,1,5
img_2678,9,5
img_2679,0,0
img_2680,4,6
img_2681,0,0
img_2682,6,6
img_2683,1,0
img_2684,1,1
img_2685,2,1
img_2686,1,1
img_2687,0,0
img_2688,1,0
img_2689,1,0
img_2690,1,0
img_2691,5,3
img_2692,2,1
img_2693,1,0
img_2694,3,3
img_2695,2,1
img_2696,2,2
img_2697,7,5
img_2698,1,2
img_2699,2,3
img_2700,1,2
img_2701,1,1
img_2702,5,0
img_2703,2,5
img_2704,2,1
img_2705,2,1
img_2706,3,1
img_2707,0,0
img_2708,1,4
img_2709,3,4
img_2710,6,5
img_2711,6,4
img_2712,1,0
img_2713,1,0
img_2714,0,0
img_2715,1,0
img_2716,7,7
img_2717,0,0
img_2718,1,0
img_2719,18,15
img_2720,0,0
img_2721,1,1
img_2722,5,9
img_2723,0,0
img_2724,2,3
img_2725,6,7
img_2726,5,4
img_2727,3,0
img_2728,1,0
img_2729,3,3
img_2730,0,0
img_2731,0,0
img_2732,11,11
img_2733,9,6
img_2734,3,4
img_2735,1,2
img_2736,3,2
img_2737,2,1
img_2738,9,5
img_2739,15,13
img_2740,2,2
img_2741,1,0
img_2742,0,0
img_2743,0,0
img_2744,0,0
img_2745,1,0
img_2746,1,0
img_2747,2,2
img_2748,4,2
img_2749,1,3
img_2750,0,0
img_2751,1,0
img_2752,0,0
img_2753,0,0
img_2754,4,6
img_2755,0,0
img_2756,3,2
img_2757,8,3
img_2758,2,0
img_2759,3,3
img_2760,1,1
img_2761,0,0
img_2762,2,0
img_2763,10,13
img_2764,0,0
img_2765,2,1
img_2766,3,4
img_2767,10,8
img_2768,1,3
img_2769,1,0
img_2770,8,16
img_2771,2,1
img_2772,1,2
img_2773,1,1
img_2774,1,0
img_2775,2,2
img_2776,1,0
img_2777,2,3
img_2778,0,0
img_2779,0,0
img_2780,1,1
img_2781,0,1
img_2782,1,0
img_2783,1,1
img_2784,1,1
img_2785,11,12
img_2786,5,6
img_2787,1,4
img_2788,14,17
img_2789,2,0
img_2790,3,2
img_2791,7,11
img_2792,11,8
img_2793,4,1
img_2794,0,0
img_2795,3,1
img_2796,1,0
img_2797,0,0
img_2798,8,3
img_2799,11,3
img_2800,0,0
img_2801,7,8
img_2802,6,4
img_2803,2,2
img_2804,0,0
img_2805,1,3
img_2806,0,0
img_2807,0,0
img_2808,2,2
img_2809,2,0
img_2810,1,1
img_2811,1,1
img_2812,6,4
img_2813,7,6
img_2814,1,1
img_2815,0,0
img_2816,1,2
img_2817,15,12
img_2818,2,3
img_2819,0,2
img_2820,0,0
img_2821,2,2
img_2822,4,7
img_2823,0,0
img_2824,2,1
img_2825,2,0
img_2826,6,7
img_2827,1,0
img_2828,2,1
img_2829,2,3
img_2830,0,0
img_2831,2,0
img_2832,3,5
img_2833,5,2
img_2834,1,0
img_2835,2,0
img_2836,1,0
img_2837,2,1
img_2838,0,0
img_2839,1,0
img_2840,3,3
img_2841,0,2
img_2842,0,0
img_2843,0,0
img_2844,7,4
img_2845,2,3
img_2846,1,1
img_2847,0,0
img_2848,2,1
img_2849,4,5
img_2850,6,8
img_2851,1,0
img_2852,0,0
img_2853,1,0
img_2854,2,0
img_2855,2,2
img_2856,1,2
img_2857,1,1
img_2858,3,0
img_2859,0,0
img_2860,0,0
img_2861,1,2
img_2862,0,0
img_2863,3,3
img_2864,5,9
img_2865,1,1
img_2866,1,1
img_2867,8,9
img_2868,2,4
img_2869,0,0
img_2870,32,23
img_2871,0,0
img_2872,2,2
img_2873,1,1
img_2874,7,1
img_2875,1,2
img_2876,1,1
img_2877,4,3
img_2878,1,1
img_2879,0,0
img_2880,2,1
img_2881,1,0
img_2882,1,0
img_2883,0,0
img_2884,3,3
img_2885,3,3
img_2886,1,0
img_2887,3,8
img_2888,3,2
img_2889,4,4
img_2890,7,6
img_2891,0,0
img_2892,9,9
img_2893,0,0
img_2894,2,2
img_2895,0,0
img_2896,3,3
img_2897,3,0
img_2898,1,2
img_2899,3,2
img_2900,9,7
img_2901,2,1
img_2902,1,2
img_2903,1,0
img_2904,1,1
img_2905,6,5
img_2906,12,14
img_2907,1,0
img_2908,0,1
img_2909,0,0
img_2910,4,3
img_2911,1,1
img_2912,6,11
img_2913,1,2
img_2914,0,0
img_2915,2,5
img_2916,3,4
img_2917,6,7
img_2918,3,2
img_2919,4,4
img_2920,1,0
img_2921,1,3
img_2922,1,1
img_2923,0,0
img_2924,3,1
img_2925,1,1
img_2926,3,2
img_2927,6,5
img_2928,4,2
img_2929,1,1
img_2930,7,2
img_2931,0,0
img_2932,3,3
img_2933,3,0
img_2934,12,0
img_2935,1,0
img_2936,1,1
img_2937,7,1
img_2938,1,0
img_2939,0,0
img_2940,0,0
img_2941,5,9
img_2942,1,0
img_2943,2,4
img_2944,24,15
img_2945,1,0
img_2946,1,1
img_2947,0,0
img_2948,1,0
img_2949,5,7
img_2950,1,0
img_2951,2,0
img_2952,0,0
img_2953,1,0
img_2954,1,0
img_2955,0,0
img_2956,0,1
img_2957,13,20
img_2958,3,3
img_2959,1,0
img_2960,1,1
img_2961,4,2
img_2962,2,4
img_2963,1,0
img_2964,1,0
img_2965,11,20
img_2966,1,1
img_2967,1,1
img_2968,14,21
img_2969,3,4
img_2970,4,3
img_2971,1,1
img_2972,1,1
img_2973,1,1
img_2974,3,0
img_2975,2,0
img_2976,9,10
img_2977,12,11
img_2978,2,1
img_2979,1,1
img_2980,3,2
img_2981,0,0
img_2982,7,1
img_2983,3,2
img_2984,3,1
img_2985,1,0
img_2986,1,1
img_2987,1,0
img_2988,1,1
img_2989,1,2
img_2990,1,1
img_2991,1,1
img_2992,1,1
img_2993,0,0
img_2994,2,2
img_2995,2,2
img_2996,4,8
img_2997,4,4
img_2998,1,0
img_2999,2,3
img_3000,14,10
img_3001,1,1
img_3002,3,3
img_3003,1,2
img_3004,1,0
img_3005,3,2
img_3006,18,12
img_3007,2,2
img_3008,2,4
img_3009,8,9
img_3010,19,7
img_3011,1,0
img_3012,1,1
img_3013,2,2
img_3014,0,1
img_3015,6,10
img_3016,1,1
img_3017,4,7
img_3018,3,0
img_3019,2,2
img_3020,1,1
img_3021,7,7
img_3022,1,1
img_3023,0,2
img_3024,4,4
img_3025,1,3
img_3026,0,0
img_3027,2,1
img_3028,1,1
img_3029,2,2
img_3030,4,2
img_3031,5,2
img_3032,4,6
img_3033,1,0
img_3034,0,0
img_3035,0,0
img_3036,2,5
img_3037,4,1
img_3038,5,0
img_3039,4,2
img_3040,4,8
img_3041,0,0
img_3042,0,0
img_3043,0,0
img_3044,5,6
img_3045,0,0
img_3046,2,1
img_3047,13,18
img_3048,0,0
img_3049,0,0
img_3050,1,0
img_3051,1,1
img_3052,5,8
img_3053,2,5
img_3054,2,3
img_3055,1,1
img_3056,1,0
img_3057,3,3
img_3058,8,6
img_3059,4,2
img_3060,7,8
img_3061,0,0
img_3062,1,2
img_3063,2,2
img_3064,1,2
img_3065,1,0
img_3066,0,0
img_3067,0,0
img_3068,13,21
img_3069,3,4
img_3070,8,9
img_3071,1,0
img_3072,1,0
img_3073,1,1
img_3074,1,1
img_3075,1,0
img_3076,43,12
img_3077,2,4
img_3078,1,1
img_3079,0,0
img_3080,1,1
img_3081,9,5
img_3082,2,3
img_3083,12,8
img_3084,0,4
img_3085,1,2
img_3086,0,0
img_3087,9,4
img_3088,4,7
img_3089,2,3
img_3090,1,1
img_3091,1,1
img_3092,7,7
img_3093,0,0
img_3094,1,1
img_3095,1,1
img_3096,0,0
img_3097,1,1
img_3098,0,0
img_3099,1,2
img_3100,1,1
img_3101,1,0
img_3102,6,8
img_3103,0,0
img_3104,4,4
img_3105,5,6
img_3106,3,2
img_3107,0,0
img_3108,2,0
img_3109,12,10
img_3110,3,5
img_3111,2,4
img_3112,1,1
img_3113,1,1
img_3114,1,3
img_3115,1,1
img_3116,0,0
img_3117,0,1
img_3118,1,2
img_3119,2,3
img_3120,2,3
img_3121,3,1
img_3122,7,4
img_3123,5,7
img_3124,26,29
img_3125,0,0
img_3126,4,5
img_3127,2,3
img_3128,2,2
img_3129,2,3
img_3130,3,2
img_3131,1,1
img_3132,5,5
img_3133,1,2
img_3134,3,5
img_3135,1,1
img_3136,1,1
img_3137,1,1
img_3138,12,17
img_3139,0,0
img_3140,5,4
img_3141,0,1
img_3142,1,1
img_3143,1,2
img_3144,1,5
img_3145,26,17
img_3146,3,1
img_3147,1,0
img_3148,2,5
img_3149,6,6
img_3150,6,6
img_3151,1,1
img_3152,1,0
img_3153,2,3
img_3154,0,0
img_3155,2,5
img_3156,1,1
img_3157,3,1
img_3158,1,0
img_3159,0,1
img_3160,1,3
img_3161,0,0
img_3162,0,0
img_3163,1,1
img_3164,6,7
img_3165,3,1
img_3166,1,3
img_3167,8,5
img_3168,1,4
img_3169,0,0
img_3170,3,2
img_3171,1,1
img_3172,1,1
img_3173,1,2
img_3174,2,1
img_3175,3,1
img_3176,0,0
img_3177,0,0
img_3178,3,2
img_3179,0,0
img_3180,1,1
img_3181,2,2
img_3182,0,0
img_3183,3,4
img_3184,0,0
img_3185,7,7
img_3186,1,1
img_3187,3,5
img_3188,1,0
img_3189,1,1
img_3190,1,0
img_3191,0,1
img_3192,2,1
img_3193,1,1
img_3194,1,0
img_3195,0,0
img_3196,2,2
img_3197,1,0
img_3198,7,4
img_3199,1,0
img_3200,9,14
img_3201,0,0
img_3202,3,6
img_3203,6,7
img_3204,10,11
img_3205,7,3
img_3206,3,2
img_3207,0,0
img_3208,3,1
img_3209,1,0
img_3210,14,26
img_3211,1,0
img_3212,1,0
